SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
1256	30962421	pubmed	Zou Y (2019)	1-PMID30962421	23972	23972	Yes	1469	Log2 Fold Change (L2FC)	Score Significance	Score.2 (p-Value) > 1.3	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	4 Days	ML-210	5.0 µM	-	Brunello (human)	CRISPRn	Knockout	Cas9	RCC 786-O	Renal Cell Carcinoma Cell Line	response to chemicals	2	Log2FC	p-Value	-	-	-	9606	H. sapiens	KO of hit genes with negative log -fold scores resulted in increased sensitivity to the ferroptosis inducing ML-210, KO of hit genes with a positive log-fold score resulted in increased resistance to ferroptosis inducing ML-210	BioGRID ORCS	Response to ferroptosis inducing chemical
1257	30962421	pubmed	Zou Y (2019)	2-PMID30962421	23972	23972	Yes	2051	Log2 Fold Change (L2FC)	Score Significance	Score.2 (p-Value) > 1.3	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	6 Days	ML-210	5.0 µM	-	Brunello (human)	CRISPRn	Knockout	Cas9	RCC 786-O	Renal Cell Carcinoma Cell Line	response to chemicals	2	Log2FC	p-Value	-	-	-	9606	H. sapiens	KO of hit genes with negative log -fold scores resulted in increased sensitivity to the ferroptosis inducing ML-210, KO of hit genes with a positive log-fold score resulted in increased resistance to ferroptosis inducing ML-210	BioGRID ORCS	Response to ferroptosis inducing chemical
1258	30962421	pubmed	Zou Y (2019)	3-PMID30962421	23972	23972	Yes	1815	Log2 Fold Change (L2FC)	Score Significance	Score.2 (p-Value) > 1.3	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	8 Days	ML-210	5.0 µM	-	Brunello (human)	CRISPRn	Knockout	Cas9	RCC 786-O	Renal Cell Carcinoma Cell Line	response to chemicals	2	Log2FC	p-Value	-	-	-	9606	H. sapiens	KO of hit genes with negative log -fold scores resulted in increased sensitivity to the ferroptosis inducing ML-210, KO of hit genes with a positive log-fold score resulted in increased resistance to ferroptosis inducing ML-210	BioGRID ORCS	Response to ferroptosis inducing chemical
1291	30154076	pubmed	Findlay S (2018)	1-PMID30154076	15606	15606	Yes	129	Log2 Fold Change (L2FC)	Score Significance	Score.1 (Log2FC) < -2.0 OR Score.1 (Log2FC) > 1.97	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	14 Days	Doxorubicin	3.0 nM	= 0.2	TKO (Toronto Knockout) v1	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	cell proliferation	1	Log2FC	-	-	-	-	9606	H. sapiens	Authors used doxorubicin sensitivity as a proxy to look for genes that may be involved in DNA repair|A positive logfc score indicates that KO of the gene confers resistance to doxorubicin, a negative logfc score indicates that KO of the gene confers sensitivity to doxorubicin	BioGRID ORCS	Response to chemotherapy drug doxorubicin
1292	32990596	pubmed	Chai AWY (2020)	1-PMID32990596	17997	17997	Yes	1140	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-48	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1293	32990596	pubmed	Chai AWY (2020)	2-PMID32990596	17995	17995	Yes	993	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-115	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1294	32990596	pubmed	Chai AWY (2020)	3-PMID32990596	17988	17988	Yes	1109	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-136	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1295	32990596	pubmed	Chai AWY (2020)	4-PMID32990596	17988	17988	Yes	1192	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-150	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1296	32990596	pubmed	Chai AWY (2020)	5-PMID32990596	17988	17988	Yes	1082	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-153	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1297	32990596	pubmed	Chai AWY (2020)	6-PMID32990596	17995	17995	Yes	554	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-166	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1298	32990596	pubmed	Chai AWY (2020)	7-PMID32990596	17988	17988	Yes	525	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-156	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1299	32990596	pubmed	Chai AWY (2020)	8-PMID32990596	17995	17995	Yes	1234	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-174	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1300	32990596	pubmed	Chai AWY (2020)	9-PMID32990596	17995	17995	Yes	1133	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-188	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1301	32990596	pubmed	Chai AWY (2020)	10-PMID32990596	17995	17995	Yes	1033	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-195	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1302	32990596	pubmed	Chai AWY (2020)	11-PMID32990596	17990	17990	Yes	779	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-204	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1303	32990596	pubmed	Chai AWY (2020)	12-PMID32990596	17988	17988	Yes	1269	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-207	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1304	32990596	pubmed	Chai AWY (2020)	13-PMID32990596	17995	17995	Yes	1131	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-214	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1305	32990596	pubmed	Chai AWY (2020)	14-PMID32990596	17995	17995	Yes	1399	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	ORL-215	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1306	32990596	pubmed	Chai AWY (2020)	15-PMID32990596	17988	17988	Yes	1229	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	PE-CA-PJ15	Tongue Cancer Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1307	32990596	pubmed	Chai AWY (2020)	16-PMID32990596	17988	17988	Yes	1321	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	SAS	Tongue Cancer Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1308	32990596	pubmed	Chai AWY (2020)	17-PMID32990596	17997	17997	Yes	961	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	SCC-9	Cancer Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1309	32990596	pubmed	Chai AWY (2020)	18-PMID32990596	17995	17995	Yes	1383	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	BICR10	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1310	32990596	pubmed	Chai AWY (2020)	19-PMID32990596	17997	17997	Yes	1028	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	HO-1-u-1 (RCB2102)	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1311	32990596	pubmed	Chai AWY (2020)	20-PMID32990596	17995	17995	Yes	1188	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	HSC-2	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1312	32990596	pubmed	Chai AWY (2020)	21-PMID32990596	17995	17995	Yes	1362	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	18 Days	-	-	= 0.3	Human Improved Genome-wide Knockout CRISPR Library	CRISPRn	Knockout	Cas9	HSC-4	Oral Squamous Cell Carcinoma Cell Line	cell proliferation	3	MaGeCK Score	p-Value	FDR	-	-	9606	H. sapiens	Authors screened for genes whose KO resulted in decreased fitness in this oral squamous carcinoma cell line	BioGRID ORCS	Cell-essential genes
1313	32649862	pubmed	Olivieri M (2020)	1-PMID32649862	17382	17382	Yes	72	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Cisplatin	1 mM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1314	32649862	pubmed	Olivieri M (2020)	2-PMID32649862	17264	17264	Yes	69	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Camptothecin	5 nM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1315	32649862	pubmed	Olivieri M (2020)	3-PMID32649862	17349	17349	Yes	72	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Etoposide	100.0 nM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1316	32649862	pubmed	Olivieri M (2020)	4-PMID32649862	17350	17350	Yes	37	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Hydroxyurea	100.0 µM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1317	32649862	pubmed	Olivieri M (2020)	5-PMID32649862	17315	17315	Yes	50	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Radiation Exposure	18 Days	Ionizing Radiation (IR)	3.0 Gy	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	cell proliferation	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to radiation, KO of genes with a positive Z-score confers resistance to radiation	BioGRID ORCS	Increased/decreased radiation resistance
1318	32649862	pubmed	Olivieri M (2020)	6-PMID32649862	17368	17368	Yes	93	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Doxorubicin	5.0 nM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1319	32649862	pubmed	Olivieri M (2020)	7-PMID32649862	17370	17370	Yes	37	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Hydrogen Peroxide (H2O2)	15.0 µM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1320	32649862	pubmed	Olivieri M (2020)	8-PMID32649862	17369	17369	Yes	109	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Methyl methanesulfonate (MMS)	25 nM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
1321	32649862	pubmed	Olivieri M (2020)	9-PMID32649862	17374	17374	Yes	90	DrugZ	Score Significance	Score.1 (Z-score) < -3.0 OR Score.1 (Z-score) > 6.0	High Throughput	Positive and Negative Selection	Pool	Drug Exposure	18 Days	Pyridostatin	0.75 µM	~ 0.35	TKOv2	CRISPRn	Knockout	Cas9	hTERT-RPE1	Retinal Pigment Epithelium Cell Line	response to chemicals	1	Z-score	-	-	-	-	9606	H. sapiens	KO of genes with a negative Z-score confers sensitivity to drug, KO of genes with a positive Z-score confers resistance to drug	BioGRID ORCS	Increased/decreased drug resistance
